customer_id,prob,default
100176,0.02807,0
100177,0.00824,0
100178,0.00795,0
100179,0.00747,0
100180,0.02279,0
100181,0.01034,0
100182,0.03219,0
100183,0.02124,0
100184,0.12959,0
100185,0.01149,0
100186,0.00829,0
100187,0.03932,0
100188,0.02897,0
100189,0.01278,0
100190,0.00709,0
100191,0.02405,0
100192,0.07667,0
100193,0.04822,0
100194,0.01501,0
100195,0.00915,0
100196,0.16927,0
100197,0.26809,1
100198,0.01931,0
100199,0.00975,0
100200,0.09945,0
100201,0.0083,0
100202,0.00708,0
100203,0.04068,0
100204,0.01,0
100205,0.00836,0
100206,0.21452,1
100207,0.00886,0
100208,0.06992,0
100209,0.02094,0
100210,0.01567,0
100211,0.00748,0
100212,0.00914,0
100213,0.00844,0
100214,0.07397,0
100215,0.01322,0
100216,0.04353,0
100217,0.1809,0
100218,0.00882,0
100219,0.01037,0
100220,0.0935,0
100221,0.00862,0
100222,0.06635,0
100223,0.11046,0
100224,0.01782,0
100225,0.02018,0
100226,0.07777,0
100227,0.00673,0
100228,0.01265,0
100229,0.00742,0
100230,0.06669,0
100231,0.04804,0
100232,0.00709,0
100233,0.00711,0
100234,0.0147,0
100235,0.01997,0
100236,0.03882,0
100237,0.06064,0
100238,0.03337,0
100239,0.02344,0
100240,0.08604,0
100241,0.00793,0
100242,0.12017,0
100243,0.01138,0
100244,0.03822,0
100245,0.04712,0
100246,0.04567,0
100247,0.02046,0
100248,0.01836,0
100249,0.01135,0
100250,0.05396,0
100251,0.02107,0
100252,0.00634,0
100253,0.02553,0
100254,0.01609,0
100255,0.00737,0
100256,0.01952,0
100257,0.02738,0
100258,0.05175,0
100259,0.0124,0
100260,0.21837,1
100261,0.01858,0
100262,0.0774,0
100263,0.02191,0
100264,0.02454,0
100265,0.27378,1
100266,0.01946,0
100267,0.02344,0
100268,0.00765,0
100269,0.02854,0
100270,0.10812,0
100271,0.22793,1
100272,0.00742,0
100273,0.0188,0
100274,0.07326,0
100275,0.03003,0
100276,0.01023,0
100277,0.02397,0
100278,0.06033,0
100279,0.0104,0
100280,0.02471,0
100281,0.01323,0
100282,0.00986,0
100283,0.01741,0
100284,0.05956,0
100285,0.01684,0
100286,0.16827,0
100287,0.02274,0
100288,0.03438,0
100289,0.03264,0
100290,0.04422,0
100291,0.03689,0
100292,0.02887,0
100293,0.06023,0
100294,0.10885,0
100295,0.03482,0
100296,0.09217,0
100297,0.00729,0
100298,0.0062,0
100299,0.008,0
100300,0.02637,0
100301,0.03975,0
100302,0.1291,0
100303,0.0131,0
100304,0.01419,0
100305,0.22392,1
100306,0.00717,0
100307,0.01305,0
100308,0.00878,0
100309,0.01261,0
100310,0.02623,0
100311,0.04784,0
100312,0.07166,0
100313,0.00802,0
100314,0.02444,0
100315,0.06847,0
100316,0.01453,0
100317,0.119,0
100318,0.37491,1
100319,0.01272,0
100320,0.01871,0
100321,0.02611,0
100322,0.12365,0
100323,0.02906,0
100324,0.04428,0
100325,0.07541,0
100326,0.03848,0
100327,0.02205,0
100328,0.04635,0
100329,0.02096,0
100330,0.01318,0
100331,0.02215,0
100332,0.02401,0
100333,0.18904,0
100334,0.0074,0
100335,0.04436,0
100336,0.00954,0
100337,0.02111,0
100338,0.01109,0
100339,0.3091,1
100340,0.15917,0
100341,0.01087,0
100342,0.00646,0
100343,0.03504,0
100344,0.01785,0
100345,0.15244,0
100346,0.02191,0
100347,0.03653,0
100348,0.38125,1
100349,0.01981,0
100350,0.02946,0
100351,0.00867,0
100352,0.00963,0
100353,0.01828,0
100354,0.03059,0
100355,0.21923,1
100356,0.06627,0
100357,0.02423,0
100358,0.01076,0
100359,0.02669,0
100360,0.01308,0
100361,0.00633,0
100362,0.115,0
100363,0.01066,0
100364,0.30349,1
100365,0.01842,0
100366,0.01708,0
100367,0.02503,0
100368,0.37556,1
100369,0.05187,0
100370,0.06741,0
100371,0.0168,0
100372,0.01086,0
100373,0.01081,0
100374,0.01738,0
100375,0.11213,0
100376,0.34882,1
100377,0.03008,0
100378,0.02034,0
100379,0.02585,0
100380,0.40277,1
100381,0.04402,0
100382,0.02737,0
100383,0.01209,0
100384,0.02488,0
100385,0.02149,0
100386,0.06304,0
100387,0.0396,0
100388,0.01015,0
100389,0.13159,0
100390,0.03651,0
100391,0.00766,0
100392,0.00987,0
100393,0.0283,0
100394,0.16997,0
100395,0.01802,0
100396,0.02418,0
100397,0.01157,0
100398,0.08882,0
100399,0.01009,0
100400,0.02002,0
100401,0.00822,0
100402,0.01032,0
100403,0.05537,0
100404,0.02889,0
100405,0.02527,0
100406,0.00845,0
100407,0.02895,0
100408,0.11862,0
100409,0.00794,0
100410,0.02031,0
100411,0.02225,0
100412,0.01406,0
100413,0.02424,0
100414,0.01793,0
100415,0.06735,0
100416,0.12282,0
100417,0.04475,0
100418,0.0083,0
100419,0.20999,0
100420,0.04135,0
100421,0.05199,0
100422,0.01398,0
100423,0.05493,0
100424,0.06277,0
100425,0.01038,0
100426,0.13705,0
100427,0.03223,0
100428,0.00752,0
100429,0.029,0
100430,0.03408,0
100431,0.01111,0
100432,0.0337,0
100433,0.00812,0
100434,0.0104,0
100435,0.0314,0
100436,0.13362,0
100437,0.1467,0
100438,0.03262,0
100439,0.02997,0
100440,0.00852,0
100441,0.02612,0
100442,0.00789,0
100443,0.01315,0
100444,0.00879,0
100445,0.07285,0
100446,0.22079,1
100447,0.00599,0
100448,0.02139,0
100449,0.1025,0
100450,0.01913,0
100451,0.11914,0
100452,0.00737,0
100453,0.02477,0
100454,0.06229,0
100455,0.17317,0
100456,0.28451,1
100457,0.01192,0
100458,0.01686,0
100459,0.14269,0
100460,0.01447,0
100461,0.10114,0
100462,0.07328,0
100463,0.02195,0
100464,0.09673,0
100465,0.03248,0
100466,0.00771,0
100467,0.0206,0
100468,0.0064,0
100469,0.0083,0
100470,0.01323,0
100471,0.1634,0
100472,0.06303,0
100473,0.01768,0
100474,0.13326,0
100475,0.07218,0
100476,0.01004,0
100477,0.0076,0
100478,0.0148,0
100479,0.02271,0
100480,0.04638,0
100481,0.11848,0
100482,0.08442,0
100483,0.03018,0
100484,0.03945,0
100485,0.01207,0
100486,0.02513,0
100487,0.11424,0
100488,0.04009,0
100489,0.10403,0
100490,0.00879,0
100491,0.0135,0
100492,0.01655,0
100493,0.02281,0
100494,0.0118,0
100495,0.07849,0
100496,0.08376,0
100497,0.10486,0
100498,0.01911,0
100499,0.01364,0
100500,0.01349,0
100501,0.04687,0
100502,0.02515,0
100503,0.0096,0
100504,0.02059,0
100505,0.01774,0
100506,0.01077,0
100507,0.00735,0
100508,0.0212,0
100509,0.02348,0
100510,0.0106,0
100511,0.00865,0
100512,0.01932,0
100513,0.02134,0
100514,0.00784,0
100515,0.28922,1
100516,0.02242,0
100517,0.17393,0
100518,0.03367,0
100519,0.00975,0
100520,0.02331,0
100521,0.01798,0
100522,0.05337,0
100523,0.00818,0
100524,0.12339,0
100525,0.07049,0
100526,0.02151,0
100527,0.0098,0
100528,0.02589,0
100529,0.03841,0
100530,0.01436,0
100531,0.03432,0
100532,0.00691,0
100533,0.00898,0
100534,0.00671,0
100535,0.08348,0
100536,0.00803,0
100537,0.01476,0
100538,0.11348,0
100539,0.0099,0
100540,0.03647,0
100541,0.09821,0
100542,0.03204,0
100543,0.07494,0
100544,0.01119,0
100545,0.01146,0
100546,0.03007,0
100547,0.01817,0
100548,0.0347,0
100549,0.01856,0
100550,0.01375,0
100551,0.03347,0
100552,0.00827,0
100553,0.02868,0
100554,0.00913,0
100555,0.02952,0
100556,0.00808,0
100557,0.02992,0
100558,0.02893,0
100559,0.06675,0
100560,0.00811,0
100561,0.03053,0
100562,0.01479,0
100563,0.26783,1
100564,0.01658,0
100565,0.32511,1
100566,0.00697,0
100567,0.0921,0
100568,0.08471,0
100569,0.20029,0
100570,0.0404,0
100571,0.01812,0
100572,0.00961,0
100573,0.04894,0
100574,0.01437,0
100575,0.05791,0
100576,0.031,0
100577,0.02443,0
100578,0.33968,1
100579,0.03526,0
100580,0.0118,0
100581,0.00849,0
100582,0.19208,0
100583,0.22132,1
100584,0.02454,0
100585,0.01788,0
100586,0.01747,0
100587,0.03749,0
100588,0.02975,0
100589,0.00956,0
100590,0.00653,0
100591,0.00724,0
100592,0.01389,0
100593,0.01137,0
100594,0.01057,0
100595,0.02278,0
100596,0.21601,1
100597,0.05737,0
100598,0.15243,0
100599,0.00839,0
100600,0.00761,0
100601,0.03791,0
100602,0.00899,0
100603,0.20786,0
100604,0.25323,1
100605,0.03287,0
100606,0.01723,0
100607,0.01129,0
100608,0.01146,0
100609,0.00756,0
100610,0.01584,0
100611,0.02434,0
100612,0.02036,0
100613,0.19977,0
100614,0.01492,0
100615,0.00775,0
100616,0.02318,0
100617,0.03554,0
100618,0.01227,0
100619,0.14674,0
100620,0.06905,0
100621,0.07067,0
100622,0.20259,0
100623,0.12813,0
100624,0.03509,0
100625,0.01318,0
100626,0.06494,0
100627,0.01651,0
100628,0.00789,0
100629,0.03626,0
100630,0.01523,0
100631,0.06083,0
100632,0.05384,0
100633,0.01417,0
100634,0.01091,0
100635,0.00757,0
100636,0.01221,0
100637,0.22239,1
100638,0.02394,0
100639,0.11116,0
100640,0.00688,0
100641,0.00741,0
100642,0.01783,0
100643,0.01769,0
100644,0.02087,0
100645,0.06764,0
100646,0.00574,0
100647,0.01259,0
100648,0.00597,0
100649,0.03287,0
100650,0.00894,0
100651,0.00575,0
100652,0.01056,0
100653,0.01338,0
100654,0.14514,0
100655,0.00786,0
100656,0.01038,0
100657,0.01456,0
100658,0.0195,0
100659,0.13434,0
100660,0.03196,0
100661,0.02017,0
100662,0.1937,0
100663,0.0236,0
100664,0.03536,0
100665,0.00622,0
100666,0.02568,0
100667,0.0077,0
100668,0.0108,0
100669,0.02019,0
100670,0.00975,0
100671,0.01145,0
100672,0.03776,0
100673,0.00587,0
100674,0.0787,0
100675,0.01338,0
100676,0.24681,1
100677,0.02308,0
100678,0.02724,0
100679,0.05512,0
100680,0.05701,0
100681,0.09351,0
100682,0.05131,0
100683,0.01733,0
100684,0.02692,0
100685,0.05399,0
100686,0.04796,0
100687,0.06633,0
100688,0.06125,0
100689,0.03465,0
100690,0.03253,0
100691,0.02538,0
100692,0.01059,0
100693,0.00807,0
100694,0.02418,0
100695,0.01837,0
100696,0.07155,0
100697,0.01731,0
100698,0.02422,0
100699,0.1394,0
100700,0.12302,0
100701,0.06914,0
100702,0.05159,0
100703,0.0096,0
100704,0.02988,0
100705,0.0088,0
100706,0.00927,0
100707,0.02897,0
100708,0.12609,0
100709,0.00866,0
100710,0.04904,0
100711,0.02226,0
100712,0.05504,0
100713,0.01262,0
100714,0.01117,0
100715,0.01946,0
100716,0.02475,0
100717,0.00964,0
100718,0.01146,0
100719,0.1946,0
100720,0.02754,0
100721,0.03579,0
100722,0.01176,0
100723,0.0693,0
100724,0.00776,0
100725,0.00776,0
100726,0.18026,0
100727,0.03251,0
100728,0.04024,0
100729,0.04385,0
100730,0.02764,0
100731,0.06735,0
100732,0.11212,0
100733,0.01663,0
100734,0.01771,0
100735,0.01172,0
100736,0.08503,0
100737,0.1295,0
100738,0.01224,0
100739,0.09027,0
100740,0.01403,0
100741,0.07215,0
100742,0.01437,0
100743,0.04246,0
100744,0.06094,0
100745,0.00911,0
100746,0.02536,0
100747,0.00598,0
100748,0.02273,0
100749,0.00726,0
100750,0.00669,0
100751,0.05659,0
100752,0.01359,0
100753,0.05627,0
100754,0.02894,0
100755,0.02477,0
100756,0.05211,0
100757,0.01215,0
100758,0.0105,0
100759,0.02535,0
100760,0.02409,0
100761,0.17869,0
100762,0.0421,0
100763,0.00851,0
100764,0.00637,0
100765,0.12738,0
100766,0.04629,0
100767,0.01227,0
100768,0.02024,0
100769,0.00676,0
100770,0.04789,0
100771,0.03949,0
100772,0.00714,0
100773,0.02795,0
100774,0.0321,0
100775,0.07983,0
100776,0.07712,0
100777,0.01604,0
100778,0.00854,0
100779,0.04206,0
100780,0.01303,0
100781,0.14379,0
100782,0.01911,0
100783,0.03576,0
100784,0.01176,0
100785,0.00782,0
100786,0.10336,0
100787,0.01476,0
100788,0.02773,0
100789,0.02441,0
100790,0.05434,0
100791,0.01122,0
100792,0.00711,0
100793,0.03346,0
100794,0.07337,0
100795,0.01051,0
100796,0.05238,0
100797,0.0361,0
100798,0.00672,0
100799,0.04706,0
100800,0.00705,0
100801,0.03519,0
100802,0.06949,0
100803,0.00983,0
100804,0.02153,0
100805,0.00809,0
100806,0.00764,0
100807,0.00802,0
100808,0.08116,0
100809,0.0273,0
100810,0.00673,0
100811,0.02581,0
100812,0.01682,0
100813,0.00966,0
100814,0.01786,0
100815,0.00987,0
100816,0.00933,0
100817,0.02202,0
100818,0.01652,0
100819,0.02926,0
100820,0.00703,0
100821,0.0144,0
100822,0.02904,0
100823,0.02164,0
100824,0.01216,0
100825,0.02282,0
100826,0.02414,0
100827,0.02067,0
100828,0.01711,0
100829,0.06392,0
100830,0.02888,0
100831,0.00951,0
100832,0.00792,0
100833,0.03456,0
100834,0.04424,0
100835,0.01248,0
100836,0.04177,0
100837,0.01175,0
100838,0.00758,0
100839,0.01206,0
100840,0.00676,0
100841,0.19552,0
100842,0.10479,0
100843,0.1686,0
100844,0.04638,0
100845,0.01513,0
100846,0.05172,0
100847,0.00554,0
100848,0.01199,0
100849,0.00974,0
100850,0.00814,0
100851,0.02974,0
100852,0.01455,0
100853,0.2192,1
100854,0.02752,0
100855,0.08719,0
100856,0.03792,0
100857,0.05805,0
100858,0.05405,0
100859,0.03279,0
100860,0.04281,0
100861,0.01204,0
100862,0.14019,0
100863,0.02389,0
100864,0.01638,0
100865,0.01209,0
100866,0.02147,0
100867,0.07443,0
100868,0.01183,0
100869,0.05561,0
100870,0.01216,0
100871,0.00624,0
100872,0.02144,0
100873,0.0164,0
100874,0.12358,0
100875,0.05314,0
100876,0.07089,0
100877,0.00781,0
100878,0.03918,0
100879,0.22787,1
100880,0.01139,0
100881,0.02102,0
100882,0.04974,0
100883,0.01317,0
100884,0.03418,0
100885,0.0113,0
100886,0.02818,0
100887,0.01656,0
100888,0.0325,0
100889,0.01518,0
100890,0.04148,0
100891,0.07814,0
100892,0.00686,0
100893,0.0121,0
100894,0.01843,0
100895,0.16249,0
100896,0.00836,0
100897,0.09978,0
100898,0.01671,0
100899,0.00743,0
100900,0.23001,1
100901,0.01784,0
100902,0.03567,0
100903,0.01142,0
100904,0.01078,0
100905,0.02841,0
100906,0.01772,0
100907,0.03278,0
100908,0.05896,0
100909,0.02959,0
100910,0.14306,0
100911,0.01292,0
100912,0.0546,0
100913,0.01468,0
100914,0.26703,1
100915,0.03771,0
100916,0.04218,0
100917,0.0066,0
100918,0.33107,1
100919,0.36636,1
100920,0.0069,0
100921,0.06939,0
100922,0.0255,0
100923,0.03397,0
100924,0.02549,0
100925,0.00786,0
100926,0.00836,0
100927,0.24443,1
100928,0.01234,0
100929,0.00686,0
100930,0.00957,0
100931,0.18604,0
100932,0.0525,0
100933,0.03332,0
100934,0.01568,0
100935,0.04033,0
100936,0.03087,0
100937,0.12966,0
100938,0.11954,0
100939,0.01153,0
100940,0.09592,0
100941,0.14076,0
100942,0.00888,0
100943,0.01758,0
100944,0.01354,0
100945,0.20469,0
100946,0.18951,0
100947,0.02238,0
100948,0.25855,1
100949,0.02054,0
100950,0.01342,0
100951,0.01557,0
100952,0.05325,0
100953,0.04859,0
100954,0.02844,0
100955,0.02391,0
100956,0.05052,0
100957,0.00655,0
100958,0.1356,0
100959,0.01326,0
100960,0.10842,0
100961,0.01708,0
100962,0.00943,0
100963,0.00715,0
100964,0.01578,0
100965,0.02728,0
100966,0.01346,0
100967,0.14099,0
100968,0.0198,0
100969,0.00723,0
100970,0.14394,0
100971,0.00848,0
100972,0.00598,0
100973,0.17375,0
100974,0.04759,0
100975,0.00856,0
100976,0.04091,0
100977,0.01858,0
100978,0.02297,0
100979,0.01141,0
100980,0.02706,0
100981,0.18774,0
100982,0.19448,0
100983,0.03403,0
100984,0.12316,0
100985,0.07863,0
100986,0.09546,0
100987,0.15472,0
100988,0.04395,0
100989,0.03206,0
100990,0.01936,0
100991,0.00928,0
100992,0.01469,0
100993,0.01385,0
100994,0.35917,1
100995,0.02177,0
100996,0.0247,0
100997,0.025,0
100998,0.35604,1
100999,0.01903,0
101000,0.03903,0
101001,0.02377,0
101002,0.26524,1
101003,0.02357,0
101004,0.14684,0
101005,0.02596,0
101006,0.01901,0
101007,0.38738,1
101008,0.00858,0
101009,0.05483,0
101010,0.0183,0
101011,0.00624,0
101012,0.06354,0
101013,0.00941,0
101014,0.01636,0
101015,0.01259,0
101016,0.00983,0
101017,0.02304,0
101018,0.01439,0
101019,0.01182,0
101020,0.00904,0
101021,0.00835,0
101022,0.07102,0
101023,0.02607,0
101024,0.28552,1
101025,0.00721,0
101026,0.07764,0
101027,0.02053,0
101028,0.02375,0
101029,0.11815,0
101030,0.00876,0
101031,0.0189,0
101032,0.00848,0
101033,0.00722,0
101034,0.01263,0
101035,0.01336,0
101036,0.04666,0
101037,0.0067,0
101038,0.02926,0
101039,0.154,0
101040,0.07192,0
101041,0.00607,0
101042,0.01281,0
101043,0.02942,0
101044,0.01296,0
101045,0.01472,0
101046,0.01795,0
101047,0.03987,0
101048,0.08205,0
101049,0.13209,0
101050,0.01241,0
101051,0.00945,0
101052,0.05126,0
101053,0.03687,0
101054,0.03747,0
101055,0.25254,1
101056,0.00891,0
101057,0.01041,0
101058,0.04933,0
101059,0.00784,0
101060,0.00871,0
101061,0.00769,0
101062,0.03818,0
101063,0.03966,0
101064,0.01661,0
101065,0.10016,0
101066,0.01686,0
101067,0.06266,0
101068,0.26785,1
101069,0.00739,0
101070,0.016,0
101071,0.01722,0
101072,0.01904,0
101073,0.16602,0
101074,0.05551,0
101075,0.02075,0
101076,0.02005,0
101077,0.02206,0
101078,0.34871,1
101079,0.00654,0
101080,0.01141,0
101081,0.00886,0
101082,0.02036,0
101083,0.02487,0
101084,0.01336,0
101085,0.0116,0
101086,0.04334,0
101087,0.03188,0
101088,0.0222,0
101089,0.03314,0
101090,0.01608,0
101091,0.01252,0
101092,0.00701,0
101093,0.01213,0
101094,0.19563,0
101095,0.00962,0
101096,0.03168,0
101097,0.00934,0
101098,0.07217,0
101099,0.35907,1
101100,0.11212,0
101101,0.01361,0
101102,0.03766,0
101103,0.01704,0
101104,0.03082,0
101105,0.04392,0
101106,0.01585,0
101107,0.03025,0
101108,0.09962,0
101109,0.0117,0
101110,0.09191,0
101111,0.05323,0
101112,0.0063,0
101113,0.03814,0
101114,0.00649,0
101115,0.01563,0
101116,0.00795,0
101117,0.00874,0
101118,0.008,0
101119,0.16576,0
101120,0.01738,0
101121,0.10844,0
101122,0.0563,0
101123,0.12542,0
101124,0.04032,0
101125,0.01594,0
101126,0.13637,0
101127,0.02963,0
101128,0.01709,0
101129,0.01461,0
101130,0.13331,0
101131,0.02496,0
101132,0.15897,0
101133,0.02296,0
101134,0.13408,0
101135,0.00644,0
101136,0.02972,0
101137,0.03479,0
101138,0.10014,0
101139,0.09294,0
101140,0.01012,0
101141,0.01052,0
101142,0.0949,0
101143,0.04623,0
101144,0.38251,1
101145,0.01093,0
101146,0.01131,0
101147,0.3,1
101148,0.227,1
101149,0.01069,0
101150,0.00781,0
101151,0.02632,0
101152,0.21511,1
101153,0.09949,0
101154,0.00699,0
101155,0.02259,0
101156,0.05767,0
101157,0.20527,0
101158,0.0339,0
101159,0.026,0
101160,0.03579,0
101161,0.03071,0
101162,0.00745,0
101163,0.0415,0
101164,0.00653,0
101165,0.01178,0
101166,0.02558,0
101167,0.02691,0
101168,0.04125,0
101169,0.06558,0
101170,0.01825,0
101171,0.01147,0
101172,0.01122,0
101173,0.01702,0
101174,0.10211,0
101175,0.25994,1
101176,0.01505,0
101177,0.04046,0
101178,0.04639,0
101179,0.06192,0
101180,0.00999,0
101181,0.06665,0
101182,0.00804,0
101183,0.13326,0
101184,0.00688,0
101185,0.01941,0
101186,0.28724,1
101187,0.03533,0
101188,0.04003,0
101189,0.01181,0
101190,0.00781,0
101191,0.23234,1
101192,0.00684,0
101193,0.01016,0
101194,0.01794,0
101195,0.02184,0
101196,0.08769,0
101197,0.02778,0
101198,0.03039,0
101199,0.00862,0
101200,0.02849,0
101201,0.01452,0
101202,0.07451,0
101203,0.00907,0
101204,0.06426,0
101205,0.06888,0
101206,0.02056,0
101207,0.03015,0
101208,0.03879,0
101209,0.00918,0
101210,0.0195,0
101211,0.26771,1
101212,0.01008,0
101213,0.02075,0
101214,0.0332,0
101215,0.0377,0
101216,0.03538,0
101217,0.01942,0
101218,0.02198,0
101219,0.06424,0
101220,0.00642,0
101221,0.00936,0
101222,0.01796,0
101223,0.01269,0
101224,0.05318,0
101225,0.01943,0
101226,0.00921,0
101227,0.11184,0
101228,0.01301,0
101229,0.1655,0
101230,0.00663,0
101231,0.02835,0
101232,0.01226,0
101233,0.03187,0
101234,0.06129,0
101235,0.01094,0
101236,0.01382,0
101237,0.10931,0
101238,0.04028,0
101239,0.03052,0
101240,0.02334,0
101241,0.05928,0
101242,0.04822,0
101243,0.06978,0
101244,0.0104,0
101245,0.05012,0
101246,0.10553,0
101247,0.05505,0
101248,0.02049,0
101249,0.01537,0
101250,0.02788,0
101251,0.00911,0
101252,0.08883,0
101253,0.027,0
101254,0.04091,0
101255,0.00773,0
101256,0.0255,0
101257,0.21997,1
101258,0.01834,0
101259,0.03145,0
101260,0.00597,0
101261,0.00668,0
101262,0.08549,0
101263,0.00796,0
101264,0.02987,0
101265,0.02372,0
101266,0.05968,0
101267,0.01224,0
101268,0.04095,0
101269,0.00661,0
101270,0.13364,0
101271,0.13678,0
101272,0.00861,0
101273,0.01751,0
101274,0.0118,0
101275,0.0083,0
101276,0.01493,0
101277,0.03672,0
101278,0.0678,0
101279,0.06382,0
101280,0.07542,0
101281,0.03469,0
101282,0.01354,0
101283,0.00786,0
101284,0.3298,1
101285,0.00732,0
101286,0.04247,0
101287,0.19975,0
101288,0.01371,0
101289,0.02571,0
101290,0.05293,0
101291,0.00769,0
101292,0.0345,0
101293,0.04011,0
101294,0.00914,0
101295,0.0164,0
101296,0.0489,0
101297,0.0217,0
101298,0.01911,0
101299,0.00617,0
101300,0.0062,0
101301,0.0202,0
101302,0.02205,0
101303,0.00669,0
101304,0.05287,0
101305,0.01551,0
101306,0.00837,0
101307,0.01119,0
101308,0.05422,0
101309,0.01806,0
101310,0.05787,0
101311,0.03244,0
101312,0.00679,0
101313,0.02064,0
101314,0.02016,0
101315,0.02714,0
101316,0.02499,0
101317,0.01303,0
101318,0.00901,0
101319,0.01803,0
101320,0.21639,1
101321,0.04726,0
101322,0.01163,0
101323,0.01468,0
101324,0.00894,0
101325,0.0779,0
101326,0.01919,0
101327,0.02362,0
101328,0.02034,0
101329,0.23444,1
101330,0.21422,1
101331,0.11585,0
101332,0.18538,0
101333,0.38458,1
101334,0.03981,0
101335,0.0267,0
101336,0.00707,0
101337,0.2418,1
101338,0.10711,0
101339,0.03872,0
101340,0.18148,0
101341,0.01054,0
101342,0.01428,0
101343,0.03578,0
101344,0.02743,0
101345,0.00637,0
101346,0.06176,0
101347,0.0114,0
101348,0.01644,0
101349,0.12515,0
101350,0.2994,1
101351,0.07082,0
101352,0.10774,0
101353,0.01877,0
101354,0.01866,0
101355,0.04235,0
101356,0.01743,0
101357,0.05412,0
101358,0.05528,0
101359,0.01187,0
101360,0.03455,0
101361,0.0179,0
101362,0.1295,0
101363,0.01163,0
101364,0.0075,0
101365,0.01924,0
101366,0.03172,0
101367,0.10219,0
101368,0.00722,0
101369,0.06782,0
101370,0.02861,0
101371,0.0166,0
101372,0.008,0
101373,0.07282,0
101374,0.07844,0
101375,0.04872,0
101376,0.0499,0
101377,0.02024,0
101378,0.01119,0
101379,0.00714,0
101380,0.03485,0
101381,0.08217,0
101382,0.10349,0
101383,0.02138,0
101384,0.15601,0
101385,0.10531,0
101386,0.01366,0
101387,0.00842,0
101388,0.00775,0
101389,0.00994,0
101390,0.04008,0
101391,0.09527,0
101392,0.05692,0
101393,0.00742,0
101394,0.01235,0
101395,0.0199,0
101396,0.01383,0
101397,0.0523,0
101398,0.0966,0
